id,long,lat,height,radius
10431,135.74962978369234,-36.32511377963395,206.23644951816914 km,28097.266906647408 km
10432,133.30628612009298,-29.572683400978164,118.6686820320665 km,8513.484109161072 km
10433,125.63035536993584,-18.790625885414283,532.039189879151 km,5632.73955670968 km
10434,138.3055668494768,-23.149994911409774,453.3147018060433 km,25636.006853986197 km
10435,151.8083201748048,-36.04883187757377,166.57132826717947 km,26706.195279552416 km
10436,127.783571402143,-10.685324346945166,458.6389470603554 km,19837.90560208529 km
10437,111.94941412350241,-15.882137322315348,432.4370311991765 km,25092.547227809617 km
10438,147.71831800708642,-29.957697944172537,364.5128898820354 km,7196.20834246935 km
10439,127.51168569024999,-38.73399456380762,298.8214299020176 km,16434.151245966794 km
10440,125.03416294175457,-16.606983882858586,495.4539945460842 km,18362.893291983444 km
10441,144.56826294598284,-21.179083852293033,565.0974294275252 km,16846.59911714118 km
10442,142.28416878315434,-42.56010413748685,178.85409348363464 km,18424.04457824111 km
10443,141.3436160633658,-12.651961743376994,495.4637385186438 km,23619.353572873915 km
10444,115.45302626167468,-11.119352743314842,241.38282729387424 km,20494.549677373754 km
10445,132.86968077682957,-25.267430533212046,423.176016863861 km,9485.866876185632 km
10446,128.75290036971143,-14.449472241048628,394.39223108390064 km,14797.391208386987 km
10447,147.1916389008854,-16.870139815502956,269.6410608826565 km,19891.776543657586 km
10448,137.88436676754827,-22.198097675239993,293.49726931468564 km,15264.934799638479 km
10449,120.07059824871104,-34.19678693898764,378.6757500328811 km,29078.604201365215 km
10450,137.80307832781125,-20.414133480560064,318.66508122325916 km,12045.926665879422 km
10451,122.8934429519695,-39.98591417979244,369.3399209533809 km,7680.103248631243 km
10452,144.84008470025836,-17.598052887053868,366.75156211087847 km,26052.66072300371 km
10453,149.38838630994556,-13.42138215237086,123.3131221393047 km,29381.27606902816 km
10454,121.75401010911358,-44.245045162102016,413.34466799906494 km,14638.4603331085 km
10455,122.93587313591259,-26.503611774813212,292.5136474263867 km,19935.789860993307 km
10456,120.19387721935186,-29.900466561308004,189.43580493314968 km,24047.231041506922 km
10457,151.1768550768676,-38.75875049973069,201.15217944096634 km,12564.039695917192 km
10458,132.736704648462,-43.67295056826432,404.3496057019295 km,22062.16548281263 km
10459,138.5417164151955,-25.041662512960006,297.8859294638251 km,12562.251834220453 km
10460,114.14292104726627,-9.347555453404127,287.38108526309463 km,29024.590968032542 km
10461,151.83072459218545,-32.86633543081578,190.29137210165482 km,5545.418876180326 km
10462,122.94749211505633,-43.79163536694183,294.4553203713396 km,16496.360418091484 km
10463,127.40884036211965,-9.358334296379837,345.6476747325198 km,27631.709617893383 km
10464,136.5168118527245,-19.8743516273251,514.8300291367401 km,11104.35476102399 km
10465,117.23210938250578,-39.65919865740323,479.2646569406648 km,16515.00985947524 km
10466,121.30601617371883,-38.16705289029066,306.20240164642144 km,6974.849432646611 km
10467,154.61630502242852,-9.621757916164675,199.07997407900294 km,28444.656552214557 km
10468,146.78651671830002,-35.676138045541826,480.2323378910148 km,10870.008524628736 km
10469,111.39159118469746,-24.562516395565307,128.11504614283422 km,22339.70765171401 km
10470,122.30504490526799,-41.6308573783254,546.0309986197813 km,21578.548947348194 km
10471,117.4494108871329,-10.058683269439037,592.359108873336 km,13666.971185122837 km
10472,136.6231867321657,-37.22689528299508,446.3283334131321 km,14573.541449465505 km
10473,134.42831096115532,-9.269223240068833,525.1514517067537 km,5283.572830258283 km
10474,116.50302805562255,-20.547109190237787,570.5570666204902 km,9049.561534591581 km
10475,128.55057380233598,-38.84486542470378,297.29642347173154 km,7727.167823372256 km
10476,128.65814898725895,-37.67238694405302,503.7895593890877 km,29221.11436442377 km
10477,153.0553070150125,-17.75433740563196,482.85279764702926 km,24492.042775977472 km
10478,148.8094256909413,-10.203943253058625,579.4867490151997 km,23962.856554591046 km
10479,137.6764335829434,-20.51481065217787,438.396485013277 km,29623.3831370388 km
10480,138.62046639061222,-13.797047963087717,540.0425147481502 km,19560.581072414534 km
10481,129.80931265547147,-30.206450235971456,131.7079604284649 km,14780.619456728056 km
10482,122.67597866764848,-28.36066581962133,407.0519719447972 km,12768.413592154942 km
10483,128.36468719900705,-20.82566416984881,299.2929586604232 km,9479.16978534509 km
10484,149.19364995583982,-17.52376837862555,225.3769911808707 km,29445.043894256014 km
10485,138.69515712930564,-41.090103954454925,191.96762794842368 km,5319.527751576198 km
10486,120.89430671578913,-42.61877240680897,586.7349600816888 km,8313.434526030704 km
10487,126.22746703596906,-16.098921150510474,377.1626429622851 km,10818.562490615956 km
10488,146.18825062724503,-38.93514902366247,268.5042289017289 km,29234.75082547756 km
10489,119.45469643287568,-10.925114923281058,346.69129141736113 km,13009.55248572953 km
10490,150.84698184018777,-36.84391988152682,544.1048006474543 km,6115.149522271008 km
10491,134.46678135642634,-22.78677068442818,502.7104932430421 km,17671.979412503886 km
10492,151.9570791280094,-29.998142586193538,111.3079986425646 km,7370.454467621755 km
10493,123.81182825191459,-35.65820259356562,459.42376195219265 km,19754.576650645507 km
10494,120.64997942310546,-18.39684512495038,464.5392680233713 km,29566.599033993698 km
10495,131.90238993016405,-32.34035253810768,225.2412344359713 km,16970.87401452178 km
10496,117.56156371570475,-29.678724570715836,226.6943227844921 km,22485.280680326872 km
10497,154.87358031394382,-28.739810037403338,287.07542026984015 km,11203.112324871543 km
10498,113.44580466592458,-18.423900126220182,189.51062495878543 km,11826.727135678972 km
10499,129.05971594708967,-43.254810682260015,199.4165130773037 km,16731.336638778077 km
10500,128.64562446843973,-20.10604907232562,519.1262789968985 km,12441.560686790393 km
10501,118.64155366033987,-17.086085246526096,227.5395564976261 km,5798.269022228576 km
10502,137.77311801742917,-36.877479073168864,442.78123422654295 km,27404.305151016528 km
10503,117.38243819476672,-28.215792947078793,507.2862539288165 km,13792.489209605392 km
10504,117.32621832425826,-24.48044444391558,205.018766546491 km,29409.27568263606 km
10505,137.71150538387266,-12.898456241192704,371.8356200816645 km,27295.07052289419 km
10506,129.81171794234888,-11.768541431973624,537.1054886799964 km,18259.97986605646 km
10507,116.46888203236443,-39.598879019845285,249.1733198595477 km,23580.603122026736 km
10508,140.0523346025223,-41.287593541937255,236.3106553847968 km,25141.73344434122 km
10509,118.03514775372409,-17.225706409591925,440.0749568961305 km,22096.1323340095 km
10510,134.6522744375074,-32.196709557904185,562.0161007024174 km,6502.760853178789 km
10511,111.39500449536854,-19.324752915979413,569.9224055568798 km,10424.242006744102 km
10512,139.36827716065505,-10.930855681636537,545.6317572345421 km,8386.489578083128 km
10513,151.19658997555769,-28.48340693812968,269.1674622810482 km,6275.140011685852 km
10514,114.64610018520234,-19.20021375938259,354.1906464976273 km,24757.422054608338 km
10515,135.03196265528493,-38.3571822780195,507.1606016771849 km,25636.16852895082 km
10516,145.31391190353264,-32.32652664450894,494.7517699041538 km,8695.039848544013 km
10517,136.12263752828125,-29.416095498984298,198.56645992272462 km,7651.923333626269 km
10518,140.64328145420527,-26.700012097367853,516.5171646313925 km,9774.23959131594 km
10519,125.17122763888113,-35.77835056029353,351.3423352418142 km,7105.902083418803 km
10520,125.10842031714819,-25.162536904185142,348.7416409911648 km,7825.0330633982885 km
10521,121.5634321749897,-10.266972437723702,193.98109098264933 km,16762.029745065414 km
10522,120.1143134223853,-31.235709594771564,380.62804324954305 km,12359.69184178054 km
10523,141.25504287952938,-21.25658912820453,349.80234720221324 km,21951.007656869686 km
10524,144.23621580593473,-9.988668539300662,506.6833408686877 km,11059.833645901796 km
10525,116.21263365388512,-10.978639762156611,210.3859532175535 km,6662.871498124571 km
10526,146.66814522576752,-19.75055341557069,494.0398243875632 km,6851.823523651533 km
10527,126.07347186347576,-22.87786392957352,394.2271683895347 km,18726.359681506976 km
10528,123.93736893447597,-17.767040973319784,374.2178680852081 km,15360.287398501208 km
10529,154.37038725688575,-15.078283375849828,390.9674477871663 km,17668.771599854736 km
10530,114.8806550931377,-32.42219798155199,352.8958161329497 km,27878.263583131014 km
10531,144.98963652185083,-37.35547701074705,340.2530440775814 km,23456.620940636953 km
10532,124.73526779667756,-34.22359658142947,440.91104071225703 km,15393.362641788184 km
10533,114.74850728922412,-18.439401663368383,155.5478259191191 km,21642.234272945712 km
10534,129.03603961584028,-35.50980346803357,549.7248135414445 km,6046.858534556661 km
10535,128.79165076868009,-30.495895497097116,116.75269601055518 km,27552.166664229935 km
10536,124.33378471271561,-14.44441963570516,332.17551114343007 km,18938.668851349263 km
10537,122.54332842308222,-44.13430636479431,170.15725881036877 km,20162.216686368185 km
10538,122.60515578643479,-22.66339006072916,350.78871114454415 km,20457.80345701707 km
10539,130.8265687318309,-32.31740191091295,312.3955598316305 km,7228.967129356554 km
10540,138.4393765024027,-32.683954802659606,175.5332835387092 km,10632.347098644557 km
10541,122.37184367901816,-41.23098661218252,172.91045605673054 km,11754.752375808337 km
10542,134.2271932617474,-22.30077366722585,121.49018993141439 km,29246.056177672166 km
10543,133.59730542410725,-42.57739564519396,380.3679532124839 km,17914.726569873575 km
10544,136.78334970475328,-17.615824277851495,473.37718189162945 km,17138.209472806244 km
10545,142.4327705322426,-35.47548893981555,196.51469210629227 km,27082.66305617007 km
10546,115.4930553354225,-23.87609789201602,449.21215208117883 km,8423.42038324259 km
10547,135.98666884232608,-42.98064814258419,391.36300891378795 km,18602.75130826283 km
10548,122.44913856046227,-41.80924533354737,132.5090814394327 km,25284.887866580488 km
10549,138.27092491363442,-32.42761716013668,581.3868805825714 km,7125.137921332571 km
10550,139.3425637317338,-14.38945589898006,354.8549951609637 km,25987.303750415016 km
10551,126.70647804171247,-9.386340993059662,279.85954672520194 km,15121.603105432836 km
10552,151.7401633098859,-13.61784668045524,252.6605092469639 km,6398.094748968057 km
10553,141.96041565629267,-32.31339204355851,538.5505382452989 km,22865.909758373262 km
10554,153.7798013446323,-23.81805073463447,278.6362514682112 km,25720.968944792607 km
10555,139.14552923832238,-11.218333029680963,161.86579995541535 km,5213.393551097573 km
10556,149.96021906783085,-35.653536440512056,160.464152545655 km,9576.13228763589 km
10557,151.251399664464,-34.48469957239134,521.0682717896279 km,8020.812634625786 km
10558,136.24273672841622,-27.887853604017607,298.9365346431403 km,22757.534844457306 km
10559,143.21281920742678,-17.91016075661612,481.96093095638275 km,25581.055121077745 km
10560,134.65165683748816,-38.97059009686656,272.7139212128267 km,16649.654956509126 km
10561,122.55675867874845,-40.36739014324409,287.62926780828803 km,18264.741254562192 km
10562,149.29528088318347,-20.619954939640483,209.88472495449457 km,19446.271577211934 km
10563,131.2500568593835,-33.860192963710794,281.60033310310513 km,23354.172420822153 km
10564,112.1280470254913,-44.058737901203976,136.46326564209946 km,13527.858214718844 km
10565,145.61754410369596,-36.21747747447687,271.47423270707793 km,28333.35691551786 km
10566,134.79757322290976,-26.877825414339465,281.3209240365894 km,15330.96879814838 km
10567,133.82193694577785,-33.293936864098846,502.38270622489546 km,6351.968700453218 km
10568,121.45597435695944,-40.51817190318551,518.719768501085 km,26432.005835466112 km
10569,129.6357017944584,-27.089963011863116,442.0207345574835 km,9857.68111596283 km
10570,148.17505846797778,-27.451010751813847,228.56910284781242 km,13558.898404389847 km
10571,140.94744382958734,-41.58471331531032,136.6355512870125 km,14264.035781557479 km
10572,111.55886761404975,-17.04344939961133,526.7841926263 km,22039.0869397642 km
10573,116.09920174520724,-17.07364530473585,462.0441200703047 km,16955.43842689126 km
10574,154.50666823653913,-10.975685799536073,590.1214371011051 km,28086.938400330728 km
10575,154.5241689891484,-26.93639108633419,232.6723295837125 km,19014.103109956464 km
10576,138.3228829604811,-39.142847858281996,316.8415750942859 km,8171.045021592769 km
10577,124.65509542774842,-38.6231452499939,472.7602600685927 km,17578.734743879584 km
10578,146.00067997742707,-18.727851415382247,228.95979534604564 km,6140.877410472435 km
10579,144.96028552936573,-24.91415376891025,229.0971321689614 km,28134.222266460423 km
10580,147.07071442569767,-36.1506297219683,358.87473305442325 km,15330.066659383452 km
10581,129.17586100315526,-21.018530529208952,578.3734433336267 km,14061.950193685589 km
10582,115.20622596821995,-12.416965136007857,364.47910447533485 km,25867.917993241703 km
10583,143.5747581823096,-29.234063697768306,486.91683839384 km,27626.24072054936 km
10584,123.64508134486387,-20.1842397132318,131.37463691083892 km,27566.95726205254 km
10585,144.13897928394852,-39.014689769874586,292.97691787786755 km,19249.35224841455 km
10586,149.320689431598,-20.047917984883945,525.5165668025927 km,7881.338532513095 km
10587,112.75491136617089,-36.121202568516466,401.39272856285953 km,17814.733524981602 km
10588,145.47075991520987,-29.770182639073553,518.4564577397925 km,9831.862631915517 km
10589,119.82370133329454,-37.9377684855074,123.73113363274015 km,5249.458657306892 km
10590,119.82151226608072,-10.213556023473124,341.9580189784592 km,7667.592467449359 km
10591,139.24888940940485,-35.561654611579854,237.481956136076 km,8145.988084980319 km
10592,128.50049753293084,-21.004148056646507,584.1407552225305 km,18310.331029402434 km
10593,135.98784487256458,-33.169599060658065,101.95318816960338 km,17312.694487581066 km
10594,152.0341967158988,-20.65509221776221,455.92363737689953 km,7428.543733315264 km
10595,138.8429451597876,-21.564086316423843,506.55419120893555 km,12467.91282175182 km
10596,119.59489965465966,-35.84780243243998,200.25862163589807 km,9243.562380783944 km
10597,144.81131077033723,-25.660810187038926,201.8800696513468 km,9487.9400609705 km
10598,113.74680465096964,-13.561048346290793,319.25731693616314 km,27846.557572887334 km
10599,136.77987103433298,-22.07890303416245,211.50941171922278 km,27709.72073292317 km
10600,140.9141077242474,-40.0446570242693,370.36968252766127 km,19252.463209646357 km
10601,140.9176789613901,-38.73984408108847,423.2514252489073 km,25579.792737055534 km
10602,151.40648558004227,-11.274851970198675,211.8584135977767 km,29454.023582040376 km
10603,123.98918603731126,-42.83476822899936,540.72626061665 km,16057.699056728101 km
10604,152.95083379881112,-18.492595998612664,201.1047912185395 km,7925.844668623446 km
10605,153.66429417079956,-12.66141064295283,509.854450096279 km,23575.739784291975 km
10606,140.06096746410205,-30.04176853406346,388.9008694430218 km,18893.060617175368 km
10607,112.48717259538704,-37.36849148299463,507.9959143080309 km,14810.085597201825 km
10608,129.13088579527923,-15.998453873662427,520.5000868731481 km,11573.285382142885 km
10609,115.75521097366155,-31.22139938979723,318.91089724130813 km,21018.860608687854 km
10610,134.77152272164676,-34.55454592223,452.81967799002814 km,8796.957590661797 km
10611,148.87701760909704,-24.403342400497568,151.88851836539754 km,19082.806324724803 km
10612,131.2016181313082,-10.965392876733176,486.57273978024523 km,19425.25546601982 km
10613,128.27221124373918,-31.111304235425223,239.03150812546744 km,10775.319977777606 km
10614,120.36317293620868,-43.809987714101425,322.46912852444336 km,9890.475446640732 km
10615,154.11370988652422,-35.02071090425676,547.7078617141071 km,15630.281064010163 km
10616,134.75093453669027,-41.576617372337175,395.6495222675135 km,14045.941778239763 km
10617,149.6151053501986,-32.191779750052845,288.2507998775716 km,26352.112583063194 km
10618,124.22822204133716,-34.51578235099893,442.7191421643133 km,8734.360717680505 km
10619,138.7198835941019,-32.92219948087057,591.053588939048 km,26941.06189673064 km
10620,127.76728690826354,-41.67935324780463,126.72305373487838 km,11153.976496170122 km
10621,133.90706692196798,-15.095395419866353,116.11310714181701 km,28522.492117474707 km
10622,128.45735845076098,-10.479078473597113,462.1795072611592 km,18543.239506080063 km
10623,126.79873199013005,-40.575567992570335,322.21321479146036 km,23156.51251394583 km
10624,140.8491514352828,-41.55553282709437,277.3500646280913 km,18389.31887330635 km
10625,116.1933768521797,-13.393187787025479,566.4090617142413 km,19741.69646802378 km
10626,115.7998495630981,-9.585913518442247,133.9639861534352 km,26917.417931325 km
10627,124.13877846004785,-26.372659529886807,483.07526327869436 km,8574.95452482035 km
10628,129.07494602236406,-24.120041863777168,532.7197403539978 km,17985.38698905701 km
10629,136.2406051844205,-26.416953178185416,117.00293574033552 km,16910.71805289684 km
10630,149.94689335354207,-29.304262255908093,595.5668672248087 km,16772.05830068633 km
10631,148.39268177172625,-15.727005445720547,122.00876359007941 km,23670.839083386054 km
10632,137.70298484917294,-36.602062049381885,112.49738410264378 km,5966.07528250312 km
10633,147.75220318776238,-22.091109737419874,475.873587308001 km,19518.899656663656 km
10634,121.0158213934243,-38.115888621326455,381.73883700977495 km,9377.215666501052 km
10635,152.62832267561646,-31.188336830815857,212.26112915935863 km,7661.596128322641 km
10636,127.5088117167277,-9.531593148965179,399.6794174683745 km,18127.87529670213 km
10637,134.99165806363737,-13.003946654314031,519.3006122691534 km,22099.47509564065 km
10638,153.89453245552596,-20.87034690886225,177.51472697305528 km,10106.224104233432 km
10639,114.3277943140688,-27.035853504065617,587.5508134577865 km,26512.39064317791 km
10640,136.81763424548532,-42.97361027341363,579.0219779422138 km,15279.551732970787 km
10641,132.60576504563616,-31.924980883214094,530.4831987107104 km,10094.169744216091 km
10642,141.42186616210745,-23.820051276011018,141.4394885021348 km,15736.757285802905 km
10643,132.5877267031435,-26.321392461712513,229.9465806154742 km,26569.18555937645 km
10644,117.73106315436738,-16.19901240314853,128.51533943490043 km,27581.643054843084 km
10645,139.14568188372772,-31.89875133609653,599.0554182466688 km,9064.663144623864 km
10646,121.09320729362719,-22.55202761509541,535.2042902715988 km,29423.191116104023 km
10647,140.46016927409786,-15.164585196418432,273.24102166785246 km,16472.34269728296 km
10648,144.81805615123253,-19.56468072274852,349.7675443969183 km,18569.147351828222 km
10649,145.3221463729052,-28.018475543657143,349.8359813730798 km,27509.090390717807 km
10650,116.070968231864,-16.084627470580223,184.71893407588826 km,25152.43516058137 km
10651,152.5432069544151,-41.47751537593591,381.9449579151668 km,10057.793635188817 km
10652,149.78944435250335,-22.71341633440447,575.3321311554892 km,5273.589423193304 km
10653,146.65290817674799,-41.5982126810428,458.8471495068118 km,19576.74688911401 km
10654,113.73141921731846,-19.111233620299277,507.27834554084734 km,20670.388194323335 km
10655,112.83093838884773,-11.72869059253285,517.4252182636519 km,26917.48267389045 km
10656,125.93649373470276,-29.067046575470165,381.88195261117437 km,19720.131715322997 km
10657,135.39322366513863,-35.279873382028924,430.85726026059154 km,12283.691996094058 km
10658,139.2200298502868,-39.76795793779612,127.47679109362232 km,11352.912271043566 km
10659,121.93803617904302,-29.79846316730682,137.2683710459233 km,13151.298259788617 km
10660,152.12986487011938,-20.048856265422156,182.01043343145292 km,25844.126221190923 km
10661,121.86361496946066,-23.9784970376854,379.1242557378137 km,26484.40173673026 km
10662,111.66574682794433,-28.280184496793318,408.3416314432689 km,26250.856190000843 km
10663,132.58118430910758,-41.98374474191685,544.6710396317417 km,13191.035910468325 km
10664,152.0503981748162,-13.563316663617616,133.64962662791976 km,21013.406044431616 km
10665,112.19281485962847,-29.73212228946712,125.74849539394059 km,28901.260226199567 km
10666,113.1244527974153,-19.333665526387623,203.76798602728195 km,16063.318693419722 km
10667,154.29532246011695,-17.377119956036946,209.08282264298992 km,6169.138368712231 km
10668,143.39954518920536,-39.95325489151263,375.6002622526675 km,29285.95640754912 km
10669,149.19133364437718,-40.16899248416358,138.25338299176917 km,13160.100429966962 km
10670,133.6490945460769,-42.996075741824214,132.67929386450342 km,10634.148342027434 km
10671,139.76778745649946,-28.604379705785114,358.4565141769685 km,11426.494447544037 km
10672,128.73899788361868,-42.984045507978415,533.6987801848124 km,17033.065207496948 km
10673,150.40994448027533,-42.02305544265034,227.83439483358984 km,24002.242409927316 km
10674,142.07086732534006,-21.191499144346164,511.2267932880939 km,29150.67220176862 km
10675,116.78246856397608,-26.04680287513266,521.0608316654461 km,27670.82038972372 km
10676,147.16351354819946,-38.71942261496077,408.00289725104915 km,18340.287349537153 km
10677,154.4409852938233,-34.33668082991261,155.06526574515146 km,10286.930104827505 km
10678,134.88495738125127,-24.856298944071344,498.77873235753856 km,24006.2106372235 km
10679,121.11458070725503,-15.956172381071141,190.76433840393366 km,13485.977535654549 km
10680,122.80336352606187,-13.456457887633714,312.84914077137114 km,13672.75940334663 km
10681,117.9292956643862,-34.43629415404883,513.9160671395398 km,14858.720478583944 km
10682,137.79404902817384,-38.68692992732664,113.55615727042486 km,9199.576445778603 km
10683,146.98760160609234,-17.959443246437957,205.82710660251254 km,6485.330138539142 km
10684,136.97874010144594,-13.533539772399699,495.7157462611907 km,17830.458774737177 km
10685,142.38483591254266,-19.87286156074197,473.0790441247909 km,20970.73357459707 km
10686,148.2096405543599,-41.168261803183015,423.1272733158645 km,16842.22443015764 km
10687,130.44051952306052,-14.773881235320054,539.0748257022477 km,13086.048399983832 km
10688,117.72785135067694,-43.344193762927716,582.0729405557482 km,7789.983605871985 km
10689,146.23293362944457,-43.952119278070825,386.1581756511238 km,9541.030893850322 km
10690,150.49219044954032,-18.44215881440964,236.5343065710029 km,14884.67511232624 km
10691,149.67701090721783,-29.343316509200427,282.9300290259377 km,10594.63541526151 km
10692,134.30170369778745,-12.026692520726407,439.21138402396696 km,25002.096253665986 km
10693,117.62549402916858,-25.624919219882244,100.73369932308815 km,25976.739541896062 km
10694,140.64362213641854,-35.17815927100504,366.05446916764595 km,15230.762191432832 km
10695,121.761839055862,-28.13840583749604,284.4784808288174 km,8146.893770530403 km
10696,131.81376516450206,-34.26709757011819,494.0264680855532 km,15660.499472698066 km
10697,143.08519323791958,-14.20378490937027,383.5696124368688 km,19985.856357162687 km
10698,115.01727047144124,-36.25195953363884,525.7993250035518 km,7146.81117604196 km
10699,124.97917425863736,-37.12603518236184,286.2246485533993 km,27512.782351945974 km
10700,143.23541748856846,-15.349926501697503,514.2943729767181 km,29616.237865467057 km
10701,123.57810041219169,-15.443778577178634,261.7263758596871 km,16049.697228943018 km
10702,150.86394034529542,-20.862098507591185,411.6106125986894 km,12249.767453041084 km
10703,127.82969798359619,-14.328984010426094,504.26865774000754 km,11625.634167830216 km
10704,152.29424858077982,-30.16137987949668,289.599834259947 km,20110.82600705442 km
10705,132.90736142062434,-18.289779457332727,248.3699889547947 km,5741.361147875733 km
10706,141.99974980350282,-16.33415386724277,501.4135687314481 km,8519.407373078357 km
10707,136.92177752024904,-36.88408541162434,456.68513047607894 km,28852.101965999318 km
10708,137.45783151398064,-22.25965303753515,415.2332459384674 km,6195.034652938423 km
10709,141.23982152642697,-39.16500081370708,334.9330936557229 km,5642.131148775624 km
10710,128.46610814430113,-35.579508704693325,333.4316922010678 km,10457.52704363838 km
10711,150.97822371408984,-31.810036014941847,260.07890188270795 km,11438.704599348603 km
10712,130.33222769389533,-12.358207900510347,365.74599923478127 km,6023.97859718982 km
10713,138.0532101096684,-35.986115246213814,569.1813853555766 km,23658.379103622534 km
10714,126.52759456549335,-21.37588676496327,128.81064606095197 km,11398.099904486535 km
10715,122.30845146642964,-23.240268838308403,341.38859865277806 km,23159.744413442244 km
10716,148.59953092416913,-44.02892311707673,547.3242783803175 km,11563.598621229552 km
10717,111.29690102836614,-37.497999576572,244.34763748744172 km,25500.18932159805 km
10718,121.02436956374315,-31.29410684743308,348.59609291874233 km,15180.809675891289 km
10719,120.2608940110292,-30.41111680943683,144.81601982591138 km,16875.49686171912 km
10720,137.68084280161463,-36.21874153937556,166.6547841387881 km,12473.391898781001 km
10721,116.81929523549607,-24.815750137878528,414.97970142199773 km,18338.337405754064 km
10722,148.98606438242783,-19.296016398950115,389.1209961901253 km,18967.549664240993 km
10723,113.75572229915437,-10.501249949711706,127.5277715315555 km,22207.474259841256 km
10724,152.13088813849743,-40.99375763794714,500.135681084684 km,15971.80392311163 km
10725,139.9449426319964,-34.52438052871484,264.709792950827 km,7904.638227790259 km
10726,132.55931826628836,-26.589652959048514,565.0339363662861 km,6038.721127549663 km
10727,127.42005190173496,-18.861474554597724,105.37741785155433 km,5180.500856897636 km
10728,111.08580380583359,-17.510887962443142,380.79584758679334 km,25269.892421359655 km
10729,117.73133861077211,-23.878026152584454,248.92936556387502 km,22778.53118246716 km
10730,145.58120622479973,-42.306869461003615,533.7588025166585 km,28042.225809750576 km
10731,146.8400723402725,-25.412419498636783,306.9641706564187 km,29305.78353413114 km
10732,145.16935047871257,-42.16563232212469,471.822871529663 km,24898.128334240446 km
10733,143.4516833757777,-33.43583369157746,311.34149574788955 km,7842.415611802804 km
10734,123.56538241826057,-16.963742528596736,154.3667562319296 km,23758.197741994194 km
10735,117.50091421453119,-10.512982015831106,586.4617145494556 km,26428.873084256586 km
10736,143.56176904992805,-19.140091839235826,216.81368410177646 km,27246.249472499763 km
10737,145.66311268006314,-31.581896810364533,546.9219475846753 km,27198.18593987011 km
10738,114.10288966844237,-35.31484830284485,449.26111818439296 km,23045.42856528913 km
10739,142.01456871476907,-11.642006885413366,512.9189162625087 km,9135.567429791687 km
10740,125.52741484596694,-42.16499171631431,203.3997407226091 km,20469.11928734345 km
10741,121.82833423935658,-34.293133831981535,434.18396970482763 km,7095.887688468284 km
10742,133.09764943359122,-18.657205968989544,274.73710192577397 km,26430.632167559528 km
10743,143.4267544399202,-12.963591389862316,206.41065760444747 km,16038.779540036525 km
10744,125.18888637875799,-12.402100857238448,121.10512270670934 km,6549.272896053827 km
10745,135.21306066777703,-42.22211920149262,480.6896611570747 km,7134.955786116108 km
10746,114.6225202564402,-35.31939611403901,256.8880754573705 km,21995.983078985144 km
10747,150.97587330963628,-42.04389839073553,273.746820941582 km,24110.491005720283 km
10748,122.28651566645455,-28.570413343912268,497.5649618183237 km,16347.820984240972 km
10749,135.39371866940854,-11.121477688043626,145.40468669530713 km,29810.52454647743 km
10750,147.13531313369177,-13.129701091462028,257.7452428296542 km,9664.305595154403 km
10751,154.86480601910816,-27.399653328689755,413.16597489333685 km,27219.316695719594 km
10752,128.50852499404323,-15.996237158304957,547.3095546978395 km,16594.438059979926 km
10753,132.59415748548687,-26.83749185079214,549.0342517738028 km,6968.070517379067 km
10754,125.95626658745827,-34.99408860948388,524.3868271051535 km,8318.065192853344 km
10755,118.38882191956301,-16.254803252478304,275.49247460994036 km,23854.648215103054 km
10756,139.62645980825653,-41.175309339143276,146.4798797286306 km,18710.35237000497 km
10757,154.18050232499468,-29.431075594257006,510.47333435025223 km,21694.921241212367 km
10758,117.03451904202522,-20.2957541805694,194.36340992168095 km,5077.60097223648 km
10759,129.63897173301336,-15.095602279056006,182.53555831681382 km,28001.46496384641 km
10760,152.14292459967913,-35.538263758495404,127.43229898260762 km,13294.203770805954 km
10761,144.27129966998504,-16.34519918382913,376.4649147119406 km,17860.478490422385 km
10762,148.31008094161479,-23.67263620541917,578.953765636779 km,10001.240315001236 km
10763,143.87135944986667,-28.042840141391544,481.30710998792966 km,15465.13353938495 km
10764,150.48110679980385,-29.408814038680013,432.31932353603537 km,13056.716504004497 km
10765,118.61266308123949,-37.70351460828842,528.812856705018 km,7243.55699968351 km
10766,115.1410292586631,-30.122906991498628,401.21754628233015 km,19441.12341797306 km
10767,152.66403950151204,-10.173955184584678,339.6285117440341 km,7971.137928883969 km
10768,141.543978016479,-11.13734177743438,226.48457505276195 km,28701.331241318043 km
10769,151.5222324744468,-11.113190923203284,285.84168072093377 km,13333.928990848213 km
10770,143.2457552468516,-34.33284560908224,560.8444068043409 km,14650.211799231523 km
10771,121.30809004765295,-28.63787416596228,138.5096338257876 km,13599.958988391218 km
10772,130.48706085141495,-30.622087983508617,586.4937529561089 km,21968.39446728019 km
10773,127.11731766793729,-15.89151569223693,428.9485586264453 km,11868.421688899849 km
10774,126.76371611632786,-11.971566944372043,250.99284001548108 km,18236.824424626335 km
10775,138.72224048995534,-10.896835331337215,508.7777549646742 km,6883.183100763497 km
10776,141.86477268731417,-34.13596798211852,325.978296513554 km,20690.67585911863 km
10777,134.71860639106814,-33.57274790185523,307.7310287273309 km,22564.976572144475 km
10778,125.56546553607475,-26.837170578824235,292.67961508983626 km,26338.71493786428 km
10779,149.58111892751597,-34.93241191766276,126.74035349118215 km,8301.752633987342 km
10780,142.0295577398657,-11.291577661855442,143.68502146823593 km,27616.669342252328 km
